市区町村コード,NO,都道府県名,市区町村名,データ名称,データ概要,データ形式,分類,更新頻度,URL,ライセンス,登録日,最終更新日,備考
052019,0000000247,秋田県,秋田市,厚生年金保険,厚生年金保険,excel,社会保障・衛生,1年に1回,https://www.city.akita.lg.jp/shisei/tokei/1003666/1003590.html,CC BYに準拠。,2018-07-01,2023-04-13,
052019,0000000248,秋田県,秋田市,国民年金（国民年金の加入状況）,国民年金（国民年金の加入状況）,excel,社会保障・衛生,1年に1回,https://www.city.akita.lg.jp/shisei/tokei/1003666/1003590.html,CC BYに準拠。,2018-07-01,2023-05-12,
052019,0000000249,秋田県,秋田市,国民健康保険,国民健康保険,excel,社会保障・衛生,1年に1回,https://www.city.akita.lg.jp/shisei/tokei/1003666/1003590.html,CC BYに準拠。,2018-07-01,2023-04-11,
052019,0000000250,秋田県,秋田市,後期高齢者医療保険,後期高齢者医療保険,excel,社会保障・衛生,1年に1回,https://www.city.akita.lg.jp/shisei/tokei/1003666/1003590.html,CC BYに準拠。,2018-07-01,2023-04-13,
052019,0000000251,秋田県,秋田市,戸籍・住民登録・印鑑登録等に関する取扱件数,戸籍・住民登録・印鑑登録等に関する取扱件数,excel,社会保障・衛生,1年に1回,https://www.city.akita.lg.jp/shisei/tokei/1003666/1003590.html,CC BYに準拠。,2018-07-01,2023-04-13,
052019,0000000252,秋田県,秋田市,家庭系ごみの排出状況,家庭系ごみの排出状況,csv,社会保障・衛生,毎月更新,https://www.city.akita.lg.jp/kurashi/recycle/1006071/1006163.html,CC BYに準拠。,2018-07-01,2023-07-06,
052019,0000000253,秋田県,秋田市,食品営業許可施設一覧,食品営業許可施設一覧,excel,社会保障・衛生,毎月更新,https://www.city.akita.lg.jp/kurashi/kenko/1005368/1010019/1017339.html,CC BYに準拠。,2019-11-11,2023-08-14,
052019,0000000254,秋田県,秋田市,し尿の収集・処理状況,し尿の収集・処理状況,excel,社会保障・衛生,1年に1回,https://www.city.akita.lg.jp/shisei/tokei/1003666/1003587.html,CC BYに準拠。,2018-07-01,2023-04-03,
052019,0000000255,秋田県,秋田市,ゴミの収集・処理状況,ゴミの収集・処理状況,excel,社会保障・衛生,1年に1回,https://www.city.akita.lg.jp/shisei/tokei/1003666/1003587.html,CC BYに準拠。,2018-07-01,2023-04-25,
052019,0000000256,秋田県,秋田市,医療施設の概況,医療施設の概況,excel,社会保障・衛生,1年に1回,https://www.city.akita.lg.jp/shisei/tokei/1003666/1003587.html,CC BYに準拠。,2018-07-01,2023-04-18,
052019,0000000257,秋田県,秋田市,医療施設別従事者数,医療施設別従事者数,excel,社会保障・衛生,1年に1回,https://www.city.akita.lg.jp/shisei/tokei/1003666/1003587.html,CC BYに準拠。,2018-07-01,2023-02-03,
052019,0000000258,秋田県,秋田市,医療職種別従事者数,医療職種別従事者数,excel,社会保障・衛生,2年に1回,https://www.city.akita.lg.jp/shisei/tokei/1003666/1003587.html,CC BYに準拠。,2018-07-01,2023-04-21,
052019,0000000259,秋田県,秋田市,市立秋田総合病院の利用者数,市立秋田総合病院の利用者数,excel,社会保障・衛生,1年に1回,https://www.city.akita.lg.jp/shisei/tokei/1003666/1003587.html,CC BYに準拠。,2018-07-01,2023-04-13,
052019,0000000260,秋田県,秋田市,夜間休日応急診療所の利用者数,夜間休日応急診療所の利用者数,excel,社会保障・衛生,1年に1回,https://www.city.akita.lg.jp/shisei/tokei/1003666/1003587.html,CC BYに準拠。,2018-07-01,2023-04-04,
052019,0000000261,秋田県,秋田市,死因順位別死亡者数,死因順位別死亡者数,excel,社会保障・衛生,1年に1回,https://www.city.akita.lg.jp/shisei/tokei/1003666/1003587.html,CC BYに準拠。,2018-07-01,2023-04-04,
052019,0000000262,秋田県,秋田市,新生児の死亡者数,新生児の死亡者数,excel,社会保障・衛生,1年に1回,https://www.city.akita.lg.jp/shisei/tokei/1003666/1003587.html,CC BYに準拠。,2018-07-01,2023-04-04,
052019,0000000263,秋田県,秋田市,乳児の死亡者数,乳児の死亡者数,excel,社会保障・衛生,1年に1回,https://www.city.akita.lg.jp/shisei/tokei/1003666/1003587.html,CC BYに準拠。,2018-07-01,2023-04-04,
052019,0000000264,秋田県,秋田市,予防接種の実施状況,予防接種の実施状況,excel,社会保障・衛生,1年に1回,https://www.city.akita.lg.jp/shisei/tokei/1003666/1003587.html,CC BYに準拠。,2018-07-01,2023-04-13,
052019,0000000265,秋田県,秋田市,各種検診の受診状況,各種検診の受診状況,excel,社会保障・衛生,1年に1回,https://www.city.akita.lg.jp/shisei/tokei/1003666/1003587.html,CC BYに準拠。,2018-07-01,2023-04-04,
052019,0000000266,秋田県,秋田市,特定健康診査等の受診状況と特定保健指導の実施状況,特定健康診査等の受診状況と特定保健指導の実施状況,excel,社会保障・衛生,1年に1回,https://www.city.akita.lg.jp/shisei/tokei/1003666/1003587.html,CC BYに準拠。,2018-07-01,2023-04-04,
052019,0000000267,秋田県,秋田市,乳幼児健康診査の受診状況,乳幼児健康診査の受診状況,excel,社会保障・衛生,1年に1回,https://www.city.akita.lg.jp/shisei/tokei/1003666/1003587.html,CC BYに準拠。,2018-07-01,2023-04-13,
052019,0000000268,秋田県,秋田市,結核健康診断の実施状況,結核健康診断の実施状況,excel,社会保障・衛生,1年に1回,https://www.city.akita.lg.jp/shisei/tokei/1003666/1003587.html,CC BYに準拠。,2018-07-01,2023-04-04,
052019,0000000269,秋田県,秋田市,秋田市オープンデータ一覧,秋田市のオープンデータの一覧,excel,行財政,毎月更新,https://www.city.akita.lg.jp/opendata/1000081/1000082.html,CC BYに準拠。,2019-01-31,2023-08-21,
052019,0000000270,秋田県,秋田市,雄物川花火大会の風景,雄物川花火大会の風景,jpeg,画像,追加があった場合,https://www.city.akita.lg.jp/shisei/koho/1003658/1003007.html,CC BYに準拠。,2019-03-05,2019-03-05,
052019,0000000271,秋田県,秋田市,久保田城御隅櫓の風景,久保田城御隅櫓の風景,jpeg,画像,追加があった場合,https://www.city.akita.lg.jp/shisei/koho/1003658/1003011.html,CC BYに準拠。,2019-03-05,2019-03-05,
052019,0000000272,秋田県,秋田市,秋田竿燈まつり（夜）の風景,秋田竿燈まつり（夜）の風景,jpeg,画像,追加があった場合,https://www.city.akita.lg.jp/shisei/koho/1003658/1003009.html,CC BYに準拠。,2019-03-05,2019-03-05,
052019,0000000273,秋田県,秋田市,新屋大川端の風景,新屋大川端の風景,jpeg,画像,追加があった場合,https://www.city.akita.lg.jp/shisei/koho/1003658/1003005.html,CC BYに準拠。,2019-03-05,2019-03-05,
052019,0000000274,秋田県,秋田市,秋田竿燈まつり（昼）の風景,秋田竿燈まつり（昼）の風景,jpeg,画像,追加があった場合,https://www.city.akita.lg.jp/shisei/koho/1003658/1003010.html,CC BYに準拠。,2019-03-05,2019-03-05,
052019,0000000275,秋田県,秋田市,土崎港曳山まつりの風景,土崎港曳山まつりの風景,jpeg,画像,追加があった場合,https://www.city.akita.lg.jp/shisei/koho/1003658/1003012.html,CC BYに準拠。,2019-03-05,2019-03-05,
052019,0000000276,秋田県,秋田市,千秋公園の風景,千秋公園の風景,jpeg,画像,追加があった場合,https://www.city.akita.lg.jp/shisei/koho/1003658/1003013.html,CC BYに準拠。,2019-03-05,2019-03-05,
052019,0000000277,秋田県,秋田市,公園や自然の風景,公園や自然の風景,jpeg,画像,追加があった場合,https://www.city.akita.lg.jp/shisei/koho/1003658/1003015.html,CC BYに準拠。,2019-03-05,2019-03-05,
052019,0000000278,秋田県,秋田市,秋田城跡の風景,秋田城跡の風景,jpeg,画像,追加があった場合,https://www.city.akita.lg.jp/shisei/koho/1003658/1003004.html,CC BYに準拠。,2019-03-05,2019-03-05,
052019,0000000279,秋田県,秋田市,市の施設（観光名所）の風景,市の施設（観光名所）の風景,jpeg,画像,追加があった場合,https://www.city.akita.lg.jp/shisei/koho/1003658/1003016.html,CC BYに準拠。,2019-03-05,2022-01-20,
052019,0000000280,秋田県,秋田市,藤倉水源地の風景,藤倉水源地の風景,jpeg,画像,追加があった場合,https://www.city.akita.lg.jp/shisei/koho/1003658/1003008.html,CC BYに準拠。,2019-03-05,2019-03-05,
052019,0000000281,秋田県,秋田市,ライオン母子,平成30年9月に誕生したライオンの子どもと母親の写真,jpeg,画像,追加があった場合,https://www.city.akita.lg.jp/zoo/news/1008857/1018435.html,CC BYに準拠。,2019-03-13,2019-03-13,2019年6月から非公開
052019,0000000282,秋田県,秋田市,画像：シマフクロウ,釧路市動物園からやってきたシマフクロウの愛花（メス10歳）の写真,jpeg,画像,追加があった場合,https://www.city.akita.lg.jp/zoo/information/1003682/1005303/1019602.html,CC BYに準拠。,2019-04-01,2019-04-01,
052019,0000000283,秋田県,秋田市,旅館業法に基づく許可施設一覧,旅館業法に基づく許可施設一覧,excel,社会保障・衛生,変更があった場合,https://www.city.akita.lg.jp/kurashi/kenko/1005367/1012953/1020120.html,CC BYに準拠。,2019-04-16,2023-08-10,
052019,0000000284,秋田県,秋田市,赤ちゃん・動物情報画像,ツキノワグマ、ワオキツネザル、プレーリードックの写真,jpeg,画像,変更があった場合,https://www.city.akita.lg.jp/zoo/information/1003903.html,CC BYに準拠。,2019-05-10,2023-07-18,
052019,0000000285,秋田県,秋田市,大森山動物園のイヌワシ,イヌワシの写真,jpeg,画像,追加があった場合,https://www.city.akita.lg.jp/zoo/news/1008857/1020601.html,CC BYに準拠。,2019-05-13,2019-05-13,
052019,0000000286,秋田県,秋田市,薬事関係施設一覧,薬事関係の許可施設一覧,excel,社会保障・衛生,追加があった場合,https://www.city.akita.lg.jp/kurashi/kenko/1005375/1021003.html,CC BYに準拠。,2019-07-04,2023-07-06,
052019,0000000287,秋田県,秋田市,令和元年10月1日現在 秋田市年齢別・地区別人口,令和元年10月1日現在 秋田市年齢別・地区別人口,excel,人口・世帯,,https://www.city.akita.lg.jp/shisei/tokei/1003666/1003567.html,CC BYに準拠。,2019-12-27,2019-12-27,1年に1回最新の人口の公開を行う
052019,0000000288,秋田県,秋田市,秋田市人口世帯表 令和2年版,秋田市人口世帯表 令和2年版,excel,人口・世帯,毎月更新,https://www.city.akita.lg.jp/shisei/tokei/1003666/1003568.html,CC BYに準拠。,2020-01-15,2021-03-09,毎月1日現在の人口の公開を行う
052019,0000000289,秋田県,秋田市,ワタボウシタマリン,ワタボウシタマリンの写真,jpeg,画像,追加があった場合,https://www.city.akita.lg.jp/zoo/information/1003682/1005302/1003862.html,CC BYに準拠。,2020-01-31,2020-01-31,2022年3月から非公開
052019,0000000290,秋田県,秋田市,ライオン,ライオンの写真,jpeg,画像,追加があった場合,https://www.city.akita.lg.jp/zoo/information/1003682/1005302/1003842.html,CC BYに準拠。,2020-01-31,2020-01-31,
052019,0000000291,秋田県,秋田市,ポニー,ポニーの写真,jpeg,画像,追加があった場合,https://www.city.akita.lg.jp/zoo/information/1003682/1005305/1003889.html,CC BYに準拠。,2020-01-31,2020-01-31,
052019,0000000292,秋田県,秋田市,ボリビアリスザル,ボリビアリスザルの写真,jpeg,画像,追加があった場合,https://www.city.akita.lg.jp/zoo/information/1003682/1005302/1003853.html,CC BYに準拠。,2020-01-31,2020-01-31,
052019,0000000293,秋田県,秋田市,ニホンザル,ニホンザルの写真,jpeg,画像,追加があった場合,https://www.city.akita.lg.jp/zoo/information/1003682/1005302/1003854.html,CC BYに準拠。,2020-01-31,2020-01-31,
052019,0000000294,秋田県,秋田市,ニホンイヌワシ,ニホンイヌワシの写真,jpeg,画像,追加があった場合,https://www.city.akita.lg.jp/zoo/information/1003682/1005303/1003868.html,CC BYに準拠。,2020-01-31,2020-01-31,
052019,0000000295,秋田県,秋田市,トナカイ,トナカイの写真,jpeg,画像,追加があった場合,https://www.city.akita.lg.jp/zoo/information/1003682/1005302/1003858.html,CC BYに準拠。,2020-01-31,2020-01-31,
052019,0000000296,秋田県,秋田市,トキ,トキの写真,jpeg,画像,追加があった場合,https://www.city.akita.lg.jp/zoo/information/1003682/1005303/1003881.html,CC BYに準拠。,2020-01-31,2020-01-31,
052019,0000000297,秋田県,秋田市,ツキノワグマ,ツキノワグマの写真,jpeg,画像,追加があった場合,https://www.city.akita.lg.jp/zoo/information/1003682/1005302/1003859.html,CC BYに準拠。,2020-01-31,2020-01-31,
052019,0000000298,秋田県,秋田市,コモンマーモセット,コモンマーモセットの写真,jpeg,画像,追加があった場合,https://www.city.akita.lg.jp/zoo/information/1003682/1005302/1003844.html,CC BYに準拠。,2020-01-31,2020-01-31,
052019,0000000299,秋田県,秋田市,エリマキキツネザル,エリマキキツネザルの写真,jpeg,画像,追加があった場合,https://www.city.akita.lg.jp/zoo/information/1003682/1005302/1003833.html,CC BYに準拠。,2020-01-31,2020-05-17,
052019,0000000300,秋田県,秋田市,インドクジャク,インドクジャクの写真,jpeg,画像,追加があった場合,https://www.city.akita.lg.jp/zoo/information/1003682/1005303/1003870.html,CC BYに準拠。,2020-01-31,2020-01-31,
052019,0000000301,秋田県,秋田市,アライグマ,アライグマの写真,jpeg,画像,追加があった場合,https://www.city.akita.lg.jp/zoo/information/1003682/1005302/1003828.html,CC BYに準拠。,2020-01-31,2020-01-31,2021年3月から非公開
052019,0000000302,秋田県,秋田市,アムールトラ,アムールトラの写真,jpeg,画像,追加があった場合,https://www.city.akita.lg.jp/zoo/information/1003682/1005302/1003827.html,CC BYに準拠。,2020-01-31,2020-01-31,
052019,0000000303,秋田県,秋田市,アフリカタテガミヤマアラシ,アフリカタテガミヤマアラシの写真,jpeg,画像,追加があった場合,https://www.city.akita.lg.jp/zoo/information/1003682/1005302/1003822.html,CC BYに準拠。,2020-01-31,2020-01-31,
052019,0000000304,秋田県,秋田市,ラマ,ラマの写真,jpeg,画像,追加があった場合,https://www.city.akita.lg.jp/zoo/information/1003682/1005302/1003851.html,CC BYに準拠。,2020-02-01,2020-02-01,
052019,0000000305,秋田県,秋田市,マーコール,マーコールの写真,jpeg,画像,追加があった場合,https://www.city.akita.lg.jp/zoo/information/1003682/1005302/1003843.html,CC BYに準拠。,2020-02-02,2020-02-02,
052019,0000000306,秋田県,秋田市,シロフクロウ,シロフクロウの写真,jpeg,画像,追加があった場合,https://www.city.akita.lg.jp/zoo/information/1003682/1005303/1003878.html,CC BYに準拠。,2020-02-17,2020-02-17,
052019,0000000307,秋田県,秋田市,休校中において新規の受入れ可能な放課後児童クラブ,休校中において新規の受入れ可能な放課後児童クラブの状況,csv,教育・文化・スポーツ・生活,当面は毎日更新,https://www.city.akita.lg.jp/kurashi/kosodate/1005859/1021327.html,CC BYに準拠。,2020-03-07,2020-04-20,2020年5月15日からデータのみ非公開
052019,0000000308,秋田県,秋田市,【中央地区】指定緊急避難場所一覧,【中央地区】指定緊急避難場所一覧,excel,国土・気象,変更があった場合,https://www.city.akita.lg.jp/bosai-kinkyu/bosai/1002188/1021451/1033971.html,CC BYに準拠。,2020-03-17,2023-04-27,
052019,0000000309,秋田県,秋田市,【東部地区】指定緊急避難場所一覧,【東部地区】指定緊急避難場所一覧,excel,国土・気象,変更があった場合,https://www.city.akita.lg.jp/bosai-kinkyu/bosai/1002188/1021451/1033984.html,CC BYに準拠。,2020-03-17,2023-05-16,
052019,0000000310,秋田県,秋田市,【西部地区】指定緊急避難場所一覧,【西部地区】指定緊急避難場所一覧,excel,国土・気象,変更があった場合,https://www.city.akita.lg.jp/bosai-kinkyu/bosai/1002188/1021451/1033985.html,CC BYに準拠。,2020-03-17,2023-05-16,
052019,0000000311,秋田県,秋田市,【南部地区】指定緊急避難場所一覧,【南部地区】指定緊急避難場所一覧,excel,国土・気象,変更があった場合,https://www.city.akita.lg.jp/bosai-kinkyu/bosai/1002188/1021451/1033986.html,CC BYに準拠。,2020-03-17,2022-05-13,
052019,0000000312,秋田県,秋田市,【北部地区】指定緊急避難場所一覧,【北部地区】指定緊急避難場所一覧,excel,国土・気象,変更があった場合,https://www.city.akita.lg.jp/bosai-kinkyu/bosai/1002188/1021451/1033983.html,CC BYに準拠。,2020-03-17,2023-05-16,
052019,0000000313,秋田県,秋田市,【河辺地区】指定緊急避難場所一覧,【河辺地区】指定緊急避難場所一覧,excel,国土・気象,変更があった場合,https://www.city.akita.lg.jp/bosai-kinkyu/bosai/1002188/1021451/1033987.html,CC BYに準拠。,2020-03-17,2022-04-28,
052019,0000000314,秋田県,秋田市,【雄和地区】指定緊急避難場所一覧,【雄和地区】指定緊急避難場所一覧,excel,国土・気象,変更があった場合,https://www.city.akita.lg.jp/bosai-kinkyu/bosai/1002188/1021451/1033988.html,CC BYに準拠。,2020-03-17,2022-04-28,
052019,0000000315,秋田県,秋田市,予算書・事項別明細書,予算書・事項別明細書,pdf,行財政,1年に1回,https://www.city.akita.lg.jp/shisei/yosan-zaisei/1009189/1019558.html,CC BYに準拠。,2020-03-19,2023-03-22,
052019,0000000316,秋田県,秋田市,過去の選挙結果,過去の選挙結果,excel,行財政,更新があった場合,https://www.city.akita.lg.jp/kurashi/senkyo/1008169/1008283.html,CC BYに準拠。,2020-04-09,2022-09-16,
052019,0000000317,秋田県,秋田市,オンラインミーティング用バーチャル背景 ,オンラインミーティング用バーチャル背景 ,jpeg,画像,追加があった場合,https://www.city.akita.lg.jp/shisei/koho/1003658/1025487.html,CC BYに準拠。,2020-06-19,2021-10-06,
052019,0000000318,秋田県,秋田市,理容師法に基づく営業施設一覧,理容師法に基づく営業施設一覧,excel,社会保障・衛生,追加があった場合,https://www.city.akita.lg.jp/kurashi/kenko/1005367/1012953/1027245.html,CC BYに準拠。,2020-12-09,2023-08-10,
052019,0000000319,秋田県,秋田市,美容師法に基づく営業施設一覧,美容師法に基づく営業施設一覧,excel,社会保障・衛生,追加があった場合,https://www.city.akita.lg.jp/kurashi/kenko/1005367/1012953/1027245.html,CC BYに準拠。,2020-12-09,2023-08-10,
052019,0000000320,秋田県,秋田市,秋田市人口世帯表 令和3年版,秋田市人口世帯表 令和3年版,excel,人口・世帯,毎月更新,https://www.city.akita.lg.jp/shisei/tokei/1003666/1003568.html,CC BYに準拠。,2021-01-15,2021-12-13,毎月1日現在の人口の公開を行う
052019,0000000321,秋田県,秋田市,衛生検査所一覧,衛生検査所一覧,excel,社会保障・衛生,追加があった場合,https://www.city.akita.lg.jp/kurashi/kenko/1005375/1028996.html,CC BYに準拠。,2021-04-13,2021-04-13,
052019,0000000322,秋田県,秋田市,令和2年10月1日現在 秋田市年齢別・地区別人口,令和2年10月1日現在 秋田市年齢別・地区別人口,excel,人口・世帯,,https://www.city.akita.lg.jp/shisei/tokei/1003666/1003567.html,CC BYに準拠。,2019-12-27,2021-07-15,1年に1回最新の人口の公開を行う
052019,0000000323,秋田県,秋田市,[学校基本調査他] 幼保連携型認定こども園の概況,[学校基本調査他] 幼保連携型認定こども園の概況,excel,教育・文化・スポーツ・生活,1年に1回,https://www.city.akita.lg.jp/shisei/tokei/1003666/1003569.html,CC BYに準拠。,2021-04-16,2023-05-01,
052019,0000000324,秋田県,秋田市,決算書・事項別明細書（平成30年度から令和2年度）,決算書・事項別明細書（平成30年度から令和2年度）,excel,行財政,1年に1回,https://www.city.akita.lg.jp/shisei/yosan-zaisei/1016251/1022975.html,CC BYに準拠。,2021-10-08,2021-10-08,
052019,0000000325,秋田県,秋田市,秋田市人口世帯表 令和4年版,秋田市人口世帯表 令和4年版,excel,人口・世帯,毎月更新,https://www.city.akita.lg.jp/shisei/tokei/1003666/1003568.html,CC BYに準拠。,2022-01-13,2022-10-11,
052019,0000000326,秋田県,秋田市,令和2年国勢調査,令和2年国勢調査,excel,人口・世帯,次回調査は5年後,https://www.city.akita.lg.jp/shisei/tokei/1003666/1010369.html,CC BYに準拠。,2022-07-19,2022-07-19,
052019,0000000327,秋田県,秋田市,秋田駅西口駅前広場の風景,秋田駅西口駅前広場の風景,jpeg,画像,変更があった場合,https://www.city.akita.lg.jp/shisei/machizukuri/1011486/1011224/1017308.html,CC BYに準拠。,2022-09-02,2022-09-02,
052019,0000000328,秋田県,秋田市,秋田市民俗芸能伝承館・旧金子家住宅の施設画像,秋田市民俗芸能伝承館・旧金子家住宅の施設画像,jpeg,画像,変更があった場合,https://www.city.akita.lg.jp/kanko/kanrenshisetsu/1003644/1016115.html,CC BYに準拠。,2022-04-01,2023-06-13,
052019,0000000329,秋田県,秋田市,決算書・事項別明細書（令和3年度）,決算書・事項別明細書（令和3年度）,pdf,行財政,1年に1回,https://www.city.akita.lg.jp/shisei/yosan-zaisei/1016251/1035891.html,CC BYに準拠。,2022-10-08,2022-10-08,
052019,0000000330,秋田県,秋田市,予算決算委員会資料(消防本部) ,予算決算委員会資料(消防本部) ,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036154/1036374.html,CC BYに準拠。,2022-12-13,2022-12-13,
052019,0000000331,秋田県,秋田市,総務委員会資料（デジタル化推進本部）,総務委員会資料（デジタル化推進本部）,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036154/1036163.html,CC BYに準拠。,2022-12-14,2022-12-14,
052019,0000000332,秋田県,秋田市,総務委員会資料（総務部）,総務委員会資料（総務部）,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036154/1036157.html,CC BYに準拠。,2022-12-14,2022-12-14,
052019,0000000333,秋田県,秋田市,予算決算委員会資料（子ども未来部）,予算決算委員会資料（子ども未来部）,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036154/1036165.html,CC BYに準拠。,2022-12-14,2022-12-14,
052019,0000000334,秋田県,秋田市,厚生委員会資料（市民生活部）,厚生委員会資料（市民生活部）,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036154/1036164.html,CC BYに準拠。,2022-12-14,2022-12-14,
